epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.003,0,,,,,,,
0,,3,,,75823.8203125,0.0807785615324974,97627.15625,0.08134327083826065,49684.16015625
0,,3,55325.0078125,,,,,,
,0.003,4,,,,,,,
1,,7,,,76854.890625,0.08090619742870331,93406.890625,0.082973912358284,41509.390625
1,,7,33526.81640625,,,,,,
,0.003,8,,,,,,,
2,,11,,,63043.76171875,0.06741109490394592,79289.9921875,0.06828846782445908,36060.03515625
2,,11,27713.134765625,,,,,,
,0.003,12,,,,,,,
3,,15,,,52637.171875,0.05672815069556236,67885.59375,0.05688875541090965,31545.708984375
3,,15,24147.12890625,,,,,,
,0.003,16,,,,,,,
4,,19,,,62628.5546875,0.06732836365699768,75633.0078125,0.0687757357954979,34840.12109375
4,,19,22094.884765625,,,,,,
,0.003,20,,,,,,,
5,,23,,,42025.52734375,0.046459224075078964,58538.91015625,0.045944277197122574,25485.892578125
5,,23,21225.91796875,,,,,,
,0.003,24,,,,,,,
6,,27,,,41265.28515625,0.045536089688539505,57552.46484375,0.044864341616630554,24765.05078125
6,,27,19564.4453125,,,,,,
,0.003,28,,,,,,,
7,,31,,,49907.91015625,0.054219551384449005,64474.72265625,0.054306760430336,29568.771484375
7,,31,18805.28125,,,,,,
,0.003,32,,,,,,,
8,,35,,,47331.87890625,0.05158970132470131,61575.2265625,0.05165812000632286,27525.716796875
8,,35,17814.25390625,,,,,,
,0.003,36,,,,,,,
9,,39,,,43300.7578125,0.04763748496770859,58552.19921875,0.04703947529196739,25248.224609375
9,,39,17101.736328125,,,,,,
,0.003,40,,,,,,,
10,,43,,,42410.18359375,0.04721461981534958,58619.89453125,0.046222250908613205,24570.267578125
10,,43,17277.08984375,,,,,,
,0.003,44,,,,,,,
11,,47,,,51047.85546875,0.05553296580910683,64350.29296875,0.055831972509622574,29414.453125
11,,47,16391.560546875,,,,,,
,0.003,48,,,,,,,
12,,49,,15459.4267578125,,,,,
12,,51,,,42144.33203125,0.046711090952157974,57257.2890625,0.0460253544151783,24125.060546875
12,,51,16262.484375,,,,,,
,0.003,52,,,,,,,
13,,55,,,41777.85546875,0.046300239861011505,56822.69921875,0.045630112290382385,24032.205078125
13,,55,15255.259765625,,,,,,
,0.003,56,,,,,,,
14,,59,,,43223.19921875,0.047622378915548325,57073.0703125,0.04724971577525139,24698.046875
14,,59,15082.669921875,,,,,,
,0.003,60,,,,,,,
15,,63,,,41491.53515625,0.04596317186951637,55823.44921875,0.04552203789353371,24113.544921875
15,,63,14612.3798828125,,,,,,
,0.003,64,,,,,,,
16,,67,,,40708.00390625,0.04487587511539459,54558.015625,0.04459298029541969,22907.78125
16,,67,13939.3671875,,,,,,
,0.003,68,,,,,,,
17,,71,,,41123.984375,0.045033495873212814,55338.02734375,0.04484907165169716,23151.39453125
17,,71,13477.37109375,,,,,,
,0.003,72,,,,,,,
18,,75,,,36556.66796875,0.04087933525443077,51205.1171875,0.04013792797923088,20613.2890625
18,,75,12945.55078125,,,,,,
,0.003,76,,,,,,,
19,,79,,,39248.70703125,0.04355885833501816,52636.55078125,0.043244559317827225,22559.02734375
19,,79,13172.9560546875,,,,,,
,0.003,80,,,,,,,
20,,83,,,44467.4609375,0.047953829169273376,56811.6796875,0.04848087579011917,26281.869140625
20,,83,12989.029296875,,,,,,
,0.003,84,,,,,,,
21,,87,,,35185.89453125,0.038895878940820694,48077.5234375,0.038658417761325836,19593.373046875
21,,87,13561.24609375,,,,,,
,0.003,88,,,,,,,
22,,91,,,42862.19921875,0.04694342240691185,55147.421875,0.04722628742456436,24797.072265625
22,,91,12722.0458984375,,,,,,
,0.003,92,,,,,,,
23,,95,,,35230.02734375,0.039401665329933167,49548.75390625,0.03865297511219978,20168.59375
23,,95,12662.5703125,,,,,,
,0.003,96,,,,,,,
24,,99,,13382.244140625,,,,,
24,,99,,,38312.6484375,0.04229661822319031,51536.5,0.042105212807655334,22111.453125
24,,99,12421.3828125,,,,,,
,0.003,100,,,,,,,
25,,103,,,40933.87109375,0.044676292687654495,52945.31640625,0.04492070898413658,23740.1640625
25,,103,11997.5986328125,,,,,,
,0.003,104,,,,,,,
26,,107,,,37865.078125,0.041537441313266754,49376.234375,0.04172394424676895,22313.34765625
26,,107,11878.12890625,,,,,,
,0.003,108,,,,,,,
27,,111,,,39593.66796875,0.04317997023463249,51777.37890625,0.043432846665382385,22867.83984375
27,,111,11682.623046875,,,,,,
,0.0015,112,,,,,,,
28,,115,,,36165.34375,0.03999724239110947,48305.7890625,0.03985312953591347,20543.56640625
28,,115,11603.146484375,,,,,,
,0.0015,116,,,,,,,
29,,119,,,38438.06640625,0.041922226548194885,50860.609375,0.04214153811335564,22117.419921875
29,,119,11613.2578125,,,,,,
,0.0015,120,,,,,,,
30,,123,,,37205.2265625,0.04087408632040024,48972.8515625,0.04094808176159859,21548.521484375
30,,123,11308.83984375,,,,,,
,0.0015,124,,,,,,,
31,,127,,,35147.78125,0.0384761244058609,47444.70703125,0.03854502737522125,20914.92578125
31,,127,11139.083984375,,,,,,
,0.0015,128,,,,,,,
32,,131,,,37417.4296875,0.04090822488069534,49075.6015625,0.04119150713086128,21372.21484375
32,,131,10924.509765625,,,,,,
,0.0015,132,,,,,,,
33,,135,,,34093.3046875,0.037593089044094086,46376.7890625,0.03753405436873436,19630.6484375
33,,135,10929.009765625,,,,,,
