epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.003,0,,,,,,,
0,,1,,,364.0340576171875,0.1916717290878296,442.35198974609375,0.1789533793926239,196.6002197265625
0,,1,567.4654541015625,,,,,,
,0.003,2,,,,,,,
1,,3,,,305.7626953125,0.17130319774150848,382.6085510253906,0.15000198781490326,197.40013122558594
1,,3,372.30548095703125,,,,,,
,0.003,4,,,,,,,
2,,5,,,355.49658203125,0.18257613480091095,421.90191650390625,0.17284390330314636,211.141845703125
2,,5,310.4638977050781,,,,,,
,0.003,6,,,,,,,
3,,7,,,271.6063232421875,0.1606288105249405,353.27911376953125,0.13436008989810944,185.3113250732422
3,,7,273.6986389160156,,,,,,
,0.003,8,,,,,,,
4,,9,,,309.91436767578125,0.1654983013868332,383.84375,0.15240570902824402,185.92129516601562
4,,9,234.67648315429688,,,,,,
,0.003,10,,,,,,,
5,,11,,,404.3639831542969,0.1997683346271515,476.55096435546875,0.18899184465408325,208.87643432617188
5,,11,202.23562622070312,,,,,,
,0.003,12,,,,,,,
6,,13,,,411.52587890625,0.2039341777563095,502.23480224609375,0.1885710209608078,212.74978637695312
6,,13,190.65306091308594,,,,,,
,0.003,14,,,,,,,
7,,15,,,340.6417541503906,0.17675688862800598,410.24713134765625,0.16646800935268402,195.25286865234375
7,,15,183.78738403320312,,,,,,
,0.003,16,,,,,,,
8,,17,,,360.40765380859375,0.18408142030239105,426.50726318359375,0.1747482866048813,183.31121826171875
8,,17,178.132568359375,,,,,,
,0.003,18,,,,,,,
9,,19,,,433.6025085449219,0.215149387717247,537.50634765625,0.19338145852088928,228.39520263671875
9,,19,178.8542938232422,,,,,,
,0.003,20,,,,,,,
10,,21,,,391.8525085449219,0.19416165351867676,458.8493347167969,0.19299782812595367,221.19696044921875
10,,21,171.76644897460938,,,,,,
,0.003,22,,,,,,,
11,,23,,,304.23675537109375,0.16525091230869293,377.6430969238281,0.14936335384845734,164.96102905273438
11,,23,163.38812255859375,,,,,,
,0.003,24,,,,,,,
12,,25,,,309.7589416503906,0.1656610667705536,385.37109375,0.1549794226884842,165.92591857910156
12,,25,170.17572021484375,,,,,,
,0.003,26,,,,,,,
13,,27,,,415.7959289550781,0.20369268953800201,479.1618957519531,0.208257257938385,215.42269897460938
13,,27,159.2586669921875,,,,,,
,0.003,28,,,,,,,
14,,29,,,321.890380859375,0.17145036160945892,395.16949462890625,0.15964767336845398,175.69676208496094
14,,29,159.1884002685547,,,,,,
,0.003,30,,,,,,,
15,,31,,,308.2344665527344,0.16527889668941498,383.5610656738281,0.15514342486858368,180.25363159179688
15,,31,152.9105224609375,,,,,,
,0.003,32,,,,,,,
16,,33,,,342.1318664550781,0.17652708292007446,413.2085876464844,0.17179501056671143,178.0482635498047
16,,33,153.012451171875,,,,,,
,0.003,34,,,,,,,
17,,35,,,335.0683898925781,0.1771855652332306,414.7264404296875,0.16180959343910217,181.95361328125
17,,35,146.08978271484375,,,,,,
,0.0015,36,,,,,,,
18,,37,,,342.54998779296875,0.17721952497959137,409.7650146484375,0.16950444877147675,186.1000213623047
18,,37,153.72634887695312,,,,,,
,0.0015,38,,,,,,,
19,,39,,,349.9045715332031,0.17879173159599304,421.69921875,0.17522932589054108,208.93446350097656
19,,39,144.39892578125,,,,,,
,0.0015,40,,,,,,,
20,,41,,,307.6437683105469,0.16446325182914734,383.15069580078125,0.15385191142559052,186.67510986328125
20,,41,148.18942260742188,,,,,,
,0.0015,42,,,,,,,
21,,43,,,282.4790344238281,0.15825936198234558,361.31719970703125,0.14039510488510132,158.41209411621094
21,,43,143.1962890625,,,,,,
,0.0015,44,,,,,,,
22,,45,,,295.402587890625,0.16112986207008362,371.4316711425781,0.14697600901126862,162.34019470214844
22,,45,143.23434448242188,,,,,,
,0.0015,46,,,,,,,
23,,47,,,333.18603515625,0.17260470986366272,406.8929138183594,0.16729338467121124,189.3849639892578
23,,47,139.94354248046875,,,,,,
,0.0015,48,,,,,,,
24,,49,,138.88111877441406,,,,,
24,,49,,,322.4186096191406,0.16932260990142822,397.1582336425781,0.1618855744600296,184.5726318359375
24,,49,139.43377685546875,,,,,,
,0.0015,50,,,,,,,
25,,51,,,290.0114440917969,0.16013039648532867,370.310546875,0.14525429904460907,163.040771484375
25,,51,136.40296936035156,,,,,,
,0.0015,52,,,,,,,
26,,53,,,299.4486999511719,0.16213072836399078,380.0903625488281,0.15068136155605316,172.76939392089844
26,,53,132.0225830078125,,,,,,
,0.0015,54,,,,,,,
27,,55,,,312.7043151855469,0.16589002311229706,390.42498779296875,0.15699274837970734,177.56210327148438
27,,55,133.19967651367188,,,,,,
,0.0015,56,,,,,,,
28,,57,,,316.6896057128906,0.16681236028671265,392.288330078125,0.15826070308685303,181.61216735839844
28,,57,130.9544219970703,,,,,,
,0.00075,58,,,,,,,
29,,59,,,310.3746643066406,0.1646319031715393,388.4841613769531,0.15531279146671295,182.324951171875
29,,59,134.60330200195312,,,,,,
,0.00075,60,,,,,,,
30,,61,,,301.0492248535156,0.16171881556510925,381.5794372558594,0.15075431764125824,178.7228546142578
30,,61,133.47718811035156,,,,,,
,0.00075,62,,,,,,,
31,,63,,,296.58050537109375,0.16031968593597412,377.19189453125,0.1485333889722824,175.2318878173828
31,,63,130.30728149414062,,,,,,
,0.00075,64,,,,,,,
32,,65,,,313.74786376953125,0.16561338305473328,392.17633056640625,0.15722903609275818,187.3181610107422
32,,65,128.8743438720703,,,,,,
,0.00075,66,,,,,,,
33,,67,,,320.8134765625,0.16775532066822052,397.58038330078125,0.16070416569709778,191.4632110595703
33,,67,130.3350067138672,,,,,,
