epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0015,2626,,,,,,,
26,,2649,,387.7642517089844,,,,,
26,,2699,,393.7001037597656,,,,,
26,,2726,,,969.233642578125,0.025076789781451225,1293.4053955078125,0.024803513661026955,555.8853149414062
26,,2726,397.55450439453125,,,,,,
,0.0015,2727,,,,,,,
27,,2749,,372.3046569824219,,,,,
27,,2799,,424.464111328125,,,,,
27,,2827,,,955.820556640625,0.024532375857234,1276.7176513671875,0.024364514276385307,544.260009765625
27,,2827,397.7308044433594,,,,,,
,0.0015,2828,,,,,,,
28,,2849,,431.807861328125,,,,,
28,,2899,,427.5874938964844,,,,,
28,,2928,,,1129.3367919921875,0.028559477999806404,1441.3331298828125,0.028803110122680664,648.94384765625
28,,2928,397.0375061035156,,,,,,
,0.0015,2929,,,,,,,
29,,2949,,385.8958740234375,,,,,
29,,2999,,414.8758239746094,,,,,
29,,3029,,,943.787353515625,0.02418314479291439,1266.9444580078125,0.02404170297086239,539.9049072265625
29,,3029,399.9622802734375,,,,,,
,0.0015,3030,,,,,,,
30,,3049,,411.901611328125,,,,,
30,,3099,,375.7773742675781,,,,,
30,,3130,,,1029.6695556640625,0.02614237740635872,1337.9212646484375,0.026254676282405853,593.1752319335938
30,,3130,397.3901672363281,,,,,,
,0.0015,3131,,,,,,,
31,,3149,,426.7213439941406,,,,,
31,,3199,,407.564208984375,,,,,
31,,3231,,,1052.96630859375,0.026693779975175858,1363.350341796875,0.02680242247879505,612.7512817382812
31,,3231,397.76025390625,,,,,,
,0.0015,3232,,,,,,,
32,,3249,,390.324951171875,,,,,
32,,3299,,397.1070251464844,,,,,
32,,3332,,,955.3922119140625,0.024616505950689316,1283.026611328125,0.024372080340981483,547.3200073242188
32,,3332,399.51861572265625,,,,,,
,0.0015,3333,,,,,,,
33,,3349,,365.4416809082031,,,,,
33,,3399,,423.270751953125,,,,,
33,,3433,,,980.2181396484375,0.0251223836094141,1315.2691650390625,0.024941766634583473,561.86572265625
33,,3433,400.1374206542969,,,,,,
,0.0015,3434,,,,,,,
34,,3449,,377.1164245605469,,,,,
34,,3499,,423.2276306152344,,,,,
34,,3534,,,1050.424560546875,0.02668599970638752,1351.237548828125,0.02679704688489437,600.393798828125
34,,3534,403.58154296875,,,,,,
,0.0015,3535,,,,,,,
35,,3549,,424.3702392578125,,,,,
35,,3599,,411.59130859375,,,,,
35,,3635,,,1066.1812744140625,0.026765581220388412,1379.3001708984375,0.026894133538007736,617.5513916015625
35,,3635,404.67401123046875,,,,,,
,0.00075,3636,,,,,,,
36,,3649,,363.84130859375,,,,,
36,,3699,,362.0830078125,,,,,
36,,3736,,,953.2692260742188,0.02441253885626793,1273.9930419921875,0.024264732375741005,549.3829956054688
36,,3736,384.18212890625,,,,,,
,0.00075,3737,,,,,,,
37,,3749,,372.52001953125,,,,,
37,,3799,,373.3094787597656,,,,,
37,,3837,,,984.6409301757812,0.025114934891462326,1293.1397705078125,0.02503584884107113,566.085205078125
37,,3837,376.46282958984375,,,,,,
,0.00075,3838,,,,,,,
38,,3849,,385.712890625,,,,,
38,,3899,,389.0284118652344,,,,,
38,,3938,,,952.9864501953125,0.024369854480028152,1259.005126953125,0.024295751005411148,543.1982421875
38,,3938,379.79315185546875,,,,,,
,0.00075,3939,,,,,,,
39,,3949,,374.957275390625,,,,,
39,,3999,,374.9678649902344,,,,,
39,,4039,,,1023.8109741210938,0.026035472750663757,1329.21142578125,0.026109127327799797,600.0947265625
39,,4039,375.9541320800781,,,,,,
,0.00075,4040,,,,,,,
40,,4049,,401.4707946777344,,,,,
40,,4099,,354.9220275878906,,,,,
40,,4140,,,957.5864868164062,0.02433171682059765,1265.975830078125,0.024343885481357574,552.5504760742188
40,,4140,375.5749816894531,,,,,,
,0.00075,4141,,,,,,,
41,,4149,,362.0142517089844,,,,,
41,,4199,,361.3517761230469,,,,,
41,,4241,,,966.4959716796875,0.02469482086598873,1271.9317626953125,0.024686358869075775,551.9653930664062
41,,4241,375.79833984375,,,,,,
