Tarih;Saat;Toplam
1.04.2021;00:00;34058,58
1.04.2021;01:00;32497,09
1.04.2021;02:00;31271,42
1.04.2021;03:00;30440,26
1.04.2021;04:00;30508,51
1.04.2021;05:00;30936,97
1.04.2021;06:00;30778,78
1.04.2021;07:00;32157,39
1.04.2021;08:00;37116,84
1.04.2021;09:00;39649,82
1.04.2021;10:00;40007,64
1.04.2021;11:00;40628,39
1.04.2021;12:00;39093,86
1.04.2021;13:00;39424,1
1.04.2021;14:00;40038,24
1.04.2021;15:00;39512,93
1.04.2021;16:00;39658,09
1.04.2021;17:00;39796,64
1.04.2021;18:00;39606,37
1.04.2021;19:00;40849,49
1.04.2021;20:00;40330,09
1.04.2021;21:00;39132,51
1.04.2021;22:00;38404,06
1.04.2021;23:00;36656,14
2.04.2021;00:00;34445,42
2.04.2021;01:00;32718,64
2.04.2021;02:00;31475,09
2.04.2021;03:00;30668,32
2.04.2021;04:00;30747,54
2.04.2021;05:00;31062,39
2.04.2021;06:00;31241,6
2.04.2021;07:00;32233,77
2.04.2021;08:00;37022,36
2.04.2021;09:00;39063,23
2.04.2021;10:00;39543,72
2.04.2021;11:00;40035,78
2.04.2021;12:00;38227,14
2.04.2021;13:00;37010,52
2.04.2021;14:00;38470,57
2.04.2021;15:00;38195,33
2.04.2021;16:00;38383,34
2.04.2021;17:00;38520,91
2.04.2021;18:00;38341,86
2.04.2021;19:00;39673,52
2.04.2021;20:00;39600,47
2.04.2021;21:00;38772,78
2.04.2021;22:00;37894,7
2.04.2021;23:00;36300,63
3.04.2021;00:00;34291,97
3.04.2021;01:00;32447,14
3.04.2021;02:00;31204,95
3.04.2021;03:00;30477,44
3.04.2021;04:00;30043,57
3.04.2021;05:00;30493,5
3.04.2021;06:00;29801,55
3.04.2021;07:00;29289,87
3.04.2021;08:00;31049,77
3.04.2021;09:00;31946,03
3.04.2021;10:00;32525,24
3.04.2021;11:00;32902,52
3.04.2021;12:00;31836,38
3.04.2021;13:00;32416,24
3.04.2021;14:00;32655,45
3.04.2021;15:00;32392,26
3.04.2021;16:00;32773,13
3.04.2021;17:00;33802,27
3.04.2021;18:00;35062,88
3.04.2021;19:00;37272,34
3.04.2021;20:00;37745,78
3.04.2021;21:00;36612,04
3.04.2021;22:00;35678,32
3.04.2021;23:00;34200,99
4.04.2021;00:00;32366,61
4.04.2021;01:00;30364,47
4.04.2021;02:00;29114,25
4.04.2021;03:00;28300,34
4.04.2021;04:00;27914,6
4.04.2021;05:00;27998,82
4.04.2021;06:00;27053,06
4.04.2021;07:00;25793,44
4.04.2021;08:00;25507,72
4.04.2021;09:00;26000,47
4.04.2021;10:00;26865,97
4.04.2021;11:00;27943,13
4.04.2021;12:00;28104,44
4.04.2021;13:00;29000,72
4.04.2021;14:00;29437,1
4.04.2021;15:00;29745,86
4.04.2021;16:00;30462,62
4.04.2021;17:00;31573,34
4.04.2021;18:00;32932,68
4.04.2021;19:00;35313,66
4.04.2021;20:00;35684,28
4.04.2021;21:00;34508,72
4.04.2021;22:00;33871,44
4.04.2021;23:00;32694,72
5.04.2021;00:00;30926,48
5.04.2021;01:00;29552,96
5.04.2021;02:00;28558,06
5.04.2021;03:00;28008,56
5.04.2021;04:00;27901,88
5.04.2021;05:00;28240,28
5.04.2021;06:00;28801,85
5.04.2021;07:00;30488,64
5.04.2021;08:00;36553,4
5.04.2021;09:00;39588,41
5.04.2021;10:00;40411,42
5.04.2021;11:00;40975,46
5.04.2021;12:00;39552,12
5.04.2021;13:00;40010
5.04.2021;14:00;40955,74
5.04.2021;15:00;40793,84
5.04.2021;16:00;40796,49
5.04.2021;17:00;40491,29
5.04.2021;18:00;40177,57
5.04.2021;19:00;40398,91
5.04.2021;20:00;40092,09
5.04.2021;21:00;38943,62
5.04.2021;22:00;38272,59
5.04.2021;23:00;36200,68
6.04.2021;00:00;34055,15
6.04.2021;01:00;32450,69
6.04.2021;02:00;31519,4
6.04.2021;03:00;30757,92
6.04.2021;04:00;30398,38
6.04.2021;05:00;30727,74
6.04.2021;06:00;30668,28
6.04.2021;07:00;31991,3
6.04.2021;08:00;36951,23
6.04.2021;09:00;39190,19
6.04.2021;10:00;39475,13
6.04.2021;11:00;39601,28
6.04.2021;12:00;37713,48
6.04.2021;13:00;38040,21
6.04.2021;14:00;38677,57
6.04.2021;15:00;38068,15
6.04.2021;16:00;37989,75
6.04.2021;17:00;38075,89
6.04.2021;18:00;38184,55
6.04.2021;19:00;39062,98
6.04.2021;20:00;39354,05
6.04.2021;21:00;38424,02
6.04.2021;22:00;37484,11
6.04.2021;23:00;35705,59
7.04.2021;00:00;33828,56
7.04.2021;01:00;32109,23
7.04.2021;02:00;30987,32
7.04.2021;03:00;30214,43
7.04.2021;04:00;30152,09
7.04.2021;05:00;30423,87
7.04.2021;06:00;30280,66
7.04.2021;07:00;31022,2
7.04.2021;08:00;34617,85
7.04.2021;09:00;36052,8
7.04.2021;10:00;35944,88
7.04.2021;11:00;35920,95
7.04.2021;12:00;34067,15
7.04.2021;13:00;33960,45
7.04.2021;14:00;34785,68
7.04.2021;15:00;34729,2
7.04.2021;16:00;35347,55
7.04.2021;17:00;36162,92
7.04.2021;18:00;36838,83
7.04.2021;19:00;38186,75
7.04.2021;20:00;38793,35
7.04.2021;21:00;37912,21
7.04.2021;22:00;36869,57
7.04.2021;23:00;35397,17
8.04.2021;00:00;33492,05
8.04.2021;01:00;31918,52
8.04.2021;02:00;30871,31
8.04.2021;03:00;30170,56
8.04.2021;04:00;29981,21
8.04.2021;05:00;30356
8.04.2021;06:00;30187,75
8.04.2021;07:00;31157,48
8.04.2021;08:00;35429,48
8.04.2021;09:00;37446,16
8.04.2021;10:00;37738,3
8.04.2021;11:00;38301,02
8.04.2021;12:00;36789,75
8.04.2021;13:00;37394,11
8.04.2021;14:00;38443,29
8.04.2021;15:00;38473,9
8.04.2021;16:00;38929,04
8.04.2021;17:00;39257,22
8.04.2021;18:00;39025,47
8.04.2021;19:00;39911,64
8.04.2021;20:00;39740,26
8.04.2021;21:00;38705,63
8.04.2021;22:00;37862,64
8.04.2021;23:00;36183,65
9.04.2021;00:00;34179,23
9.04.2021;01:00;32358,81
9.04.2021;02:00;31407,14
9.04.2021;03:00;30667,03
9.04.2021;04:00;30578,21
9.04.2021;05:00;30825,61
9.04.2021;06:00;30579,34
9.04.2021;07:00;31747,27
9.04.2021;08:00;36282,73
9.04.2021;09:00;38895,84
9.04.2021;10:00;39259,56
9.04.2021;11:00;39733,52
9.04.2021;12:00;38261,09
9.04.2021;13:00;37891,1
9.04.2021;14:00;39607,41
9.04.2021;15:00;39205,47
9.04.2021;16:00;39224,26
9.04.2021;17:00;39215,63
9.04.2021;18:00;38894,9
9.04.2021;19:00;39671,91
9.04.2021;20:00;39965,39
9.04.2021;21:00;38955,27
9.04.2021;22:00;38098,53
9.04.2021;23:00;36494,12
10.04.2021;00:00;34514,48
10.04.2021;01:00;32776,12
10.04.2021;02:00;31603,18
10.04.2021;03:00;30801,51
10.04.2021;04:00;30660,95
10.04.2021;05:00;30776,53
10.04.2021;06:00;29838,84
10.04.2021;07:00;29845,2
10.04.2021;08:00;32305,45
10.04.2021;09:00;33859,34
10.04.2021;10:00;34771,54
10.04.2021;11:00;35507,6
10.04.2021;12:00;34946,08
10.04.2021;13:00;35420,75
10.04.2021;14:00;35807,65
10.04.2021;15:00;35370,18
10.04.2021;16:00;35182,21
10.04.2021;17:00;35585,42
10.04.2021;18:00;36275,17
10.04.2021;19:00;38229,65
10.04.2021;20:00;38931,12
10.04.2021;21:00;37893,45
10.04.2021;22:00;36957,53
10.04.2021;23:00;35412,35
11.04.2021;00:00;33315,34
11.04.2021;01:00;31460,44
11.04.2021;02:00;30143,52
11.04.2021;03:00;29280,25
11.04.2021;04:00;28910,2
11.04.2021;05:00;28975,05
11.04.2021;06:00;27624,2
11.04.2021;07:00;26644
11.04.2021;08:00;27073,44
11.04.2021;09:00;28198,47
11.04.2021;10:00;29266,83
11.04.2021;11:00;30423,27
11.04.2021;12:00;30737,31
11.04.2021;13:00;31258,2
11.04.2021;14:00;31510,66
11.04.2021;15:00;31457,13
11.04.2021;16:00;31954,87
11.04.2021;17:00;32974,35
11.04.2021;18:00;34125,3
11.04.2021;19:00;36319,68
11.04.2021;20:00;37350,92
11.04.2021;21:00;36363,11
11.04.2021;22:00;35666,52
11.04.2021;23:00;34130,04
12.04.2021;00:00;32316,59
12.04.2021;01:00;30637,01
12.04.2021;02:00;29437,69
12.04.2021;03:00;28990,85
12.04.2021;04:00;28773,94
12.04.2021;05:00;29138,51
12.04.2021;06:00;29105,98
12.04.2021;07:00;30989,52
12.04.2021;08:00;36687,69
12.04.2021;09:00;39518
12.04.2021;10:00;40083,37
12.04.2021;11:00;40627,87
12.04.2021;12:00;38923,28
12.04.2021;13:00;39151,46
12.04.2021;14:00;39883,43
12.04.2021;15:00;39596,18
12.04.2021;16:00;39777,99
12.04.2021;17:00;39680,65
12.04.2021;18:00;39280,2
12.04.2021;19:00;40688,23
12.04.2021;20:00;41281,11
12.04.2021;21:00;40548,3
12.04.2021;22:00;39727,71
12.04.2021;23:00;38000,75
13.04.2021;00:00;35876,42
13.04.2021;01:00;34313,17
13.04.2021;02:00;33884,17
13.04.2021;03:00;34293,57
13.04.2021;04:00;33821,33
13.04.2021;05:00;32732,11
13.04.2021;06:00;30862,27
13.04.2021;07:00;31280,16
13.04.2021;08:00;34946,32
13.04.2021;09:00;36620,57
13.04.2021;10:00;36891,72
13.04.2021;11:00;37615,78
13.04.2021;12:00;36446,87
13.04.2021;13:00;37160,98
13.04.2021;14:00;38019,28
13.04.2021;15:00;38126,38
13.04.2021;16:00;38739,68
13.04.2021;17:00;39152,24
13.04.2021;18:00;39833,54
13.04.2021;19:00;39655,35
13.04.2021;20:00;39495,66
13.04.2021;21:00;39312,34
13.04.2021;22:00;38421,51
13.04.2021;23:00;36771,2
14.04.2021;00:00;34961,27
14.04.2021;01:00;33498,79
14.04.2021;02:00;33142,76
14.04.2021;03:00;33688,48
14.04.2021;04:00;33235,79
14.04.2021;05:00;32141,5
14.04.2021;06:00;30290,84
14.04.2021;07:00;30617,19
14.04.2021;08:00;33880,78
14.04.2021;09:00;35647
14.04.2021;10:00;35954,07
14.04.2021;11:00;36209,19
14.04.2021;12:00;34991,16
14.04.2021;13:00;35465,71
14.04.2021;14:00;36169,88
14.04.2021;15:00;36166,99
14.04.2021;16:00;36921,28
14.04.2021;17:00;37465,8
14.04.2021;18:00;37977,44
14.04.2021;19:00;38597,91
14.04.2021;20:00;39190,98
14.04.2021;21:00;38939,56
14.04.2021;22:00;38119,46
14.04.2021;23:00;36508,64
15.04.2021;00:00;34726,93
15.04.2021;01:00;33506,1
15.04.2021;02:00;33087,34
15.04.2021;03:00;33319,69
15.04.2021;04:00;33027,83
15.04.2021;05:00;31988,48
15.04.2021;06:00;30028,82
15.04.2021;07:00;30191,75
15.04.2021;08:00;33405,72
15.04.2021;09:00;34843,64
15.04.2021;10:00;35098,85
15.04.2021;11:00;35461,63
15.04.2021;12:00;34482,01
15.04.2021;13:00;35022,76
15.04.2021;14:00;35995,05
