Tarih;Saat;Toplam
1.01.2024;00:00;28876,95
1.01.2024;01:00;27658,01
1.01.2024;02:00;26286,14
1.01.2024;03:00;25301,83
1.01.2024;04:00;24692,58
1.01.2024;05:00;24536,76
1.01.2024;06:00;24913,75
1.01.2024;07:00;24957,73
1.01.2024;08:00;25854,99
1.01.2024;09:00;25309,87
1.01.2024;10:00;26302,88
1.01.2024;11:00;26846,42
1.01.2024;12:00;26893,85
1.01.2024;13:00;27703,49
1.01.2024;14:00;28947,31
1.01.2024;15:00;30456,09
1.01.2024;16:00;32575,38
1.01.2024;17:00;35082,99
1.01.2024;18:00;36523,41
1.01.2024;19:00;35865,4
1.01.2024;20:00;35134,98
1.01.2024;21:00;34327,75
1.01.2024;22:00;33102,38
1.01.2024;23:00;31517,59
2.01.2024;00:00;29603,31
2.01.2024;01:00;28099,35
2.01.2024;02:00;27288,93
2.01.2024;03:00;26677,86
2.01.2024;04:00;26447,08
2.01.2024;05:00;26978
2.01.2024;06:00;28530,67
2.01.2024;07:00;31995,67
2.01.2024;08:00;37723,43
2.01.2024;09:00;40112,36
2.01.2024;10:00;40195,88
2.01.2024;11:00;40179,64
2.01.2024;12:00;38615,2
2.01.2024;13:00;39228,68
2.01.2024;14:00;40476,92
2.01.2024;15:00;41244,28
2.01.2024;16:00;42640,13
2.01.2024;17:00;43986,68
2.01.2024;18:00;43024,45
2.01.2024;19:00;41671,86
2.01.2024;20:00;40780,19
2.01.2024;21:00;39630,72
2.01.2024;22:00;38376,82
2.01.2024;23:00;36659,81
3.01.2024;00:00;34238,71
3.01.2024;01:00;32614,62
3.01.2024;02:00;31245,56
3.01.2024;03:00;30440,31
3.01.2024;04:00;30334,39
3.01.2024;05:00;30235,44
3.01.2024;06:00;31529,45
3.01.2024;07:00;34638,07
3.01.2024;08:00;39955,28
3.01.2024;09:00;41622,95
3.01.2024;10:00;40759,38
3.01.2024;11:00;40129,38
3.01.2024;12:00;37965,09
3.01.2024;13:00;38630,21
3.01.2024;14:00;40000,92
