Tarih;Saat;Toplam
1.01.2021;00:00;29488,11
1.01.2021;01:00;28065,76
1.01.2021;02:00;26527,08
1.01.2021;03:00;25327,19
1.01.2021;04:00;24719,72
1.01.2021;05:00;24627,81
1.01.2021;06:00;24690,18
1.01.2021;07:00;24979,13
1.01.2021;08:00;24545,27
1.01.2021;09:00;24689,39
1.01.2021;10:00;25197,53
1.01.2021;11:00;26427,99
1.01.2021;12:00;26490,39
1.01.2021;13:00;27171,33
1.01.2021;14:00;27846,09
1.01.2021;15:00;28588,31
1.01.2021;16:00;29903,89
1.01.2021;17:00;31839,26
1.01.2021;18:00;33422,51
1.01.2021;19:00;33096,09
1.01.2021;20:00;32279,29
1.01.2021;21:00;31568,73
1.01.2021;22:00;31103,45
1.01.2021;23:00;30251,84
2.01.2021;00:00;28919,55
2.01.2021;01:00;27554,81
2.01.2021;02:00;26416,17
2.01.2021;03:00;25764,82
2.01.2021;04:00;25308,89
2.01.2021;05:00;25330,59
2.01.2021;06:00;25561,06
2.01.2021;07:00;26154,53
2.01.2021;08:00;26849,26
2.01.2021;09:00;27651,93
2.01.2021;10:00;28279,86
2.01.2021;11:00;28986,02
2.01.2021;12:00;28600,45
2.01.2021;13:00;29031,47
2.01.2021;14:00;29628,82
2.01.2021;15:00;29947,87
2.01.2021;16:00;31172,84
2.01.2021;17:00;33200,84
2.01.2021;18:00;35056,56
2.01.2021;19:00;34507,64
2.01.2021;20:00;33496,94
2.01.2021;21:00;32691,04
2.01.2021;22:00;32192,01
2.01.2021;23:00;30843,52
3.01.2021;00:00;29642,36
3.01.2021;01:00;28012,73
3.01.2021;02:00;26908,12
3.01.2021;03:00;26127,55
3.01.2021;04:00;25777,39
3.01.2021;05:00;25666,37
3.01.2021;06:00;25903,3
3.01.2021;07:00;26066,17
3.01.2021;08:00;25705,75
3.01.2021;09:00;25728,8
3.01.2021;10:00;26450,16
3.01.2021;11:00;27448,08
3.01.2021;12:00;27486,84
3.01.2021;13:00;28237,81
3.01.2021;14:00;28813,02
3.01.2021;15:00;29491,1
3.01.2021;16:00;30716,67
3.01.2021;17:00;33024,75
3.01.2021;18:00;34864,4
3.01.2021;19:00;34567,13
3.01.2021;20:00;33844,43
3.01.2021;21:00;33125,46
3.01.2021;22:00;32577,58
3.01.2021;23:00;31553,89
4.01.2021;00:00;30080,8
4.01.2021;01:00;28724,24
4.01.2021;02:00;27621,07
4.01.2021;03:00;26841,18
4.01.2021;04:00;26790,06
4.01.2021;05:00;27239,88
4.01.2021;06:00;28083,55
4.01.2021;07:00;30539,59
4.01.2021;08:00;34960,23
4.01.2021;09:00;37438,21
4.01.2021;10:00;37838,97
4.01.2021;11:00;37682,96
4.01.2021;12:00;36026,99
4.01.2021;13:00;36627,16
4.01.2021;14:00;37663,34
4.01.2021;15:00;37480,56
4.01.2021;16:00;38733,91
4.01.2021;17:00;40429,81
4.01.2021;18:00;40540,86
4.01.2021;19:00;39435,14
4.01.2021;20:00;38096,68
4.01.2021;21:00;37212,99
4.01.2021;22:00;36569,89
4.01.2021;23:00;35275,63
5.01.2021;00:00;33464,48
5.01.2021;01:00;31757,71
5.01.2021;02:00;30504,4
5.01.2021;03:00;29711,33
5.01.2021;04:00;29417,16
5.01.2021;05:00;29745,38
5.01.2021;06:00;30331,25
5.01.2021;07:00;32118,56
5.01.2021;08:00;35776
5.01.2021;09:00;38285,43
5.01.2021;10:00;39041,39
5.01.2021;11:00;39061,84
5.01.2021;12:00;37716,88
5.01.2021;13:00;38154,82
5.01.2021;14:00;38908,71
5.01.2021;15:00;38852,89
5.01.2021;16:00;39423,48
5.01.2021;17:00;40668,99
5.01.2021;18:00;40952,58
5.01.2021;19:00;39756,96
5.01.2021;20:00;38355,2
5.01.2021;21:00;37537,24
5.01.2021;22:00;36987,93
5.01.2021;23:00;35527,05
6.01.2021;00:00;33557,48
6.01.2021;01:00;31847,26
6.01.2021;02:00;30783,52
6.01.2021;03:00;30035,21
6.01.2021;04:00;29857,75
6.01.2021;05:00;30199,68
6.01.2021;06:00;30887,28
6.01.2021;07:00;32663,53
6.01.2021;08:00;36538,54
6.01.2021;09:00;38866,07
6.01.2021;10:00;39304,3
6.01.2021;11:00;39281,74
6.01.2021;12:00;37524,52
6.01.2021;13:00;37888,95
6.01.2021;14:00;38473,3
6.01.2021;15:00;38593,96
6.01.2021;16:00;39512,8
6.01.2021;17:00;40856,51
6.01.2021;18:00;41216,15
6.01.2021;19:00;40216,26
6.01.2021;20:00;38767,58
6.01.2021;21:00;38155,13
6.01.2021;22:00;37434,81
6.01.2021;23:00;36069,69
7.01.2021;00:00;34097,04
7.01.2021;01:00;32306,84
7.01.2021;02:00;31151,19
7.01.2021;03:00;30336,4
7.01.2021;04:00;30239,82
7.01.2021;05:00;30285,75
7.01.2021;06:00;31161,24
7.01.2021;07:00;32883,62
7.01.2021;08:00;36720,28
7.01.2021;09:00;38732,54
7.01.2021;10:00;38849,81
7.01.2021;11:00;38620,65
7.01.2021;12:00;36884,42
7.01.2021;13:00;37317,5
7.01.2021;14:00;38116,8
7.01.2021;15:00;38269,14
7.01.2021;16:00;39462,93
7.01.2021;17:00;41154,45
7.01.2021;18:00;41506,88
7.01.2021;19:00;40247,41
7.01.2021;20:00;38968,47
7.01.2021;21:00;38015,42
7.01.2021;22:00;37437,86
7.01.2021;23:00;36240,25
8.01.2021;00:00;34124,82
8.01.2021;01:00;32350,3
8.01.2021;02:00;31140,53
8.01.2021;03:00;30302,51
8.01.2021;04:00;30075,62
8.01.2021;05:00;30347,68
8.01.2021;06:00;31101,79
8.01.2021;07:00;32970,05
8.01.2021;08:00;36699,59
8.01.2021;09:00;38823,5
8.01.2021;10:00;39149,4
8.01.2021;11:00;38923,38
8.01.2021;12:00;37050,84
8.01.2021;13:00;36389,59
8.01.2021;14:00;37902,92
8.01.2021;15:00;38027,25
8.01.2021;16:00;38921,94
8.01.2021;17:00;40187,63
8.01.2021;18:00;40531,96
8.01.2021;19:00;39518,01
8.01.2021;20:00;38407,53
8.01.2021;21:00;37628,63
8.01.2021;22:00;36883,46
8.01.2021;23:00;35843,74
9.01.2021;00:00;34178,28
9.01.2021;01:00;32538,78
9.01.2021;02:00;31207,36
9.01.2021;03:00;30300,31
9.01.2021;04:00;29733,83
9.01.2021;05:00;29862,21
9.01.2021;06:00;30043,88
9.01.2021;07:00;30746,28
9.01.2021;08:00;31916,68
9.01.2021;09:00;32891,06
9.01.2021;10:00;33637,88
9.01.2021;11:00;34389,59
9.01.2021;12:00;33882,31
9.01.2021;13:00;34601,72
9.01.2021;14:00;35347,89
9.01.2021;15:00;35537,34
9.01.2021;16:00;36222,22
9.01.2021;17:00;37616,58
9.01.2021;18:00;38808,57
9.01.2021;19:00;37941,25
9.01.2021;20:00;36953,09
9.01.2021;21:00;36122,47
9.01.2021;22:00;35387,35
9.01.2021;23:00;34246,69
10.01.2021;00:00;32361,2
10.01.2021;01:00;30787,22
10.01.2021;02:00;29431,82
10.01.2021;03:00;28455,28
10.01.2021;04:00;28145,71
10.01.2021;05:00;28011,47
10.01.2021;06:00;28015,06
10.01.2021;07:00;27993,89
10.01.2021;08:00;27313
10.01.2021;09:00;27984,71
10.01.2021;10:00;28809,8
10.01.2021;11:00;29555,9
10.01.2021;12:00;29676,87
10.01.2021;13:00;30525,83
10.01.2021;14:00;31166,2
10.01.2021;15:00;31366,25
10.01.2021;16:00;32731,14
10.01.2021;17:00;34674,51
10.01.2021;18:00;36204,49
10.01.2021;19:00;35779,98
10.01.2021;20:00;35010,99
10.01.2021;21:00;34212,16
10.01.2021;22:00;33724,5
10.01.2021;23:00;32772,71
11.01.2021;00:00;31393,78
11.01.2021;01:00;29952,93
11.01.2021;02:00;28810,24
11.01.2021;03:00;28104,63
11.01.2021;04:00;27838,92
11.01.2021;05:00;28173,46
11.01.2021;06:00;29076,66
11.01.2021;07:00;31472,57
11.01.2021;08:00;35928,78
11.01.2021;09:00;38675,11
11.01.2021;10:00;39597,74
