Tarih;Saat;Toplam
1.07.2021;00:00;40608,28
1.07.2021;01:00;38672,98
1.07.2021;02:00;37178,69
1.07.2021;03:00;35924,03
1.07.2021;04:00;35055,45
1.07.2021;05:00;33994,82
1.07.2021;06:00;34034,03
1.07.2021;07:00;35948,79
1.07.2021;08:00;40610,01
1.07.2021;09:00;43156,98
1.07.2021;10:00;44355,19
1.07.2021;11:00;45219,32
1.07.2021;12:00;43624,43
1.07.2021;13:00;44749,4
1.07.2021;14:00;46525,64
1.07.2021;15:00;46804,88
1.07.2021;16:00;47023,07
1.07.2021;17:00;46384,01
1.07.2021;18:00;45138,56
1.07.2021;19:00;45162,94
1.07.2021;20:00;46160,62
1.07.2021;21:00;46366,03
1.07.2021;22:00;45254,59
1.07.2021;23:00;43584,45
2.07.2021;00:00;41327,71
2.07.2021;01:00;39362,58
2.07.2021;02:00;38145,23
2.07.2021;03:00;36995,56
2.07.2021;04:00;36359,22
2.07.2021;05:00;34913,71
2.07.2021;06:00;34404,18
2.07.2021;07:00;36320,58
2.07.2021;08:00;41241,56
2.07.2021;09:00;43822,73
2.07.2021;10:00;44950,47
2.07.2021;11:00;45587,93
2.07.2021;12:00;43776,63
2.07.2021;13:00;43940,93
2.07.2021;14:00;46601,51
2.07.2021;15:00;46953,01
2.07.2021;16:00;47208,93
2.07.2021;17:00;46419,69
2.07.2021;18:00;45304,09
2.07.2021;19:00;44567,41
2.07.2021;20:00;45338,64
2.07.2021;21:00;45249,78
2.07.2021;22:00;44583,18
2.07.2021;23:00;43097,46
3.07.2021;00:00;41041,01
3.07.2021;01:00;39304,78
3.07.2021;02:00;37840,21
3.07.2021;03:00;36705,47
3.07.2021;04:00;36068,79
3.07.2021;05:00;34638,02
3.07.2021;06:00;34303,3
3.07.2021;07:00;35034,49
3.07.2021;08:00;38435,24
3.07.2021;09:00;40602,23
3.07.2021;10:00;41452,1
3.07.2021;11:00;42026,01
3.07.2021;12:00;40946,8
3.07.2021;13:00;41711,72
3.07.2021;14:00;42127,03
3.07.2021;15:00;41747,32
3.07.2021;16:00;41651,99
3.07.2021;17:00;41055,27
3.07.2021;18:00;40719,6
3.07.2021;19:00;40990,13
3.07.2021;20:00;41963,89
3.07.2021;21:00;42216,23
3.07.2021;22:00;41153,18
3.07.2021;23:00;39828,49
4.07.2021;00:00;37566,71
4.07.2021;01:00;35921,2
4.07.2021;02:00;34506,26
4.07.2021;03:00;33588,58
4.07.2021;04:00;32920,65
4.07.2021;05:00;31276,49
4.07.2021;06:00;30474,82
4.07.2021;07:00;30447,94
4.07.2021;08:00;31000,27
4.07.2021;09:00;31719,18
4.07.2021;10:00;32715,87
4.07.2021;11:00;33648,64
4.07.2021;12:00;33693,37
4.07.2021;13:00;34382,98
4.07.2021;14:00;34657,5
4.07.2021;15:00;34276,72
4.07.2021;16:00;34862,37
4.07.2021;17:00;35323,44
4.07.2021;18:00;36136,63
4.07.2021;19:00;37145,78
4.07.2021;20:00;38721,85
4.07.2021;21:00;39076,58
4.07.2021;22:00;38564,43
4.07.2021;23:00;37683,16
5.07.2021;00:00;36068,62
5.07.2021;01:00;34775,15
5.07.2021;02:00;33554,85
5.07.2021;03:00;32756,64
5.07.2021;04:00;32286,93
5.07.2021;05:00;31175,41
5.07.2021;06:00;31109,87
5.07.2021;07:00;33127,91
5.07.2021;08:00;38162,21
5.07.2021;09:00;40780,4
5.07.2021;10:00;41748,01
5.07.2021;11:00;42748,4
5.07.2021;12:00;41661,86
5.07.2021;13:00;42590,25
5.07.2021;14:00;43913,57
5.07.2021;15:00;44070,92
5.07.2021;16:00;44583,85
5.07.2021;17:00;44061,08
5.07.2021;18:00;42855,33
5.07.2021;19:00;42760,48
5.07.2021;20:00;43814,78
5.07.2021;21:00;43968,42
5.07.2021;22:00;42926,76
5.07.2021;23:00;41282,57
6.07.2021;00:00;39043,99
6.07.2021;01:00;37671,96
6.07.2021;02:00;36270,21
6.07.2021;03:00;35301,33
6.07.2021;04:00;34827,07
6.07.2021;05:00;33597,8
6.07.2021;06:00;33236,82
6.07.2021;07:00;34801,99
6.07.2021;08:00;39102,55
6.07.2021;09:00;41067,07
6.07.2021;10:00;41676,69
6.07.2021;11:00;42453,66
6.07.2021;12:00;41490,56
6.07.2021;13:00;42750,08
6.07.2021;14:00;44017,8
6.07.2021;15:00;44320,27
6.07.2021;16:00;44198,8
6.07.2021;17:00;43526,61
6.07.2021;18:00;42700,85
6.07.2021;19:00;42737,9
6.07.2021;20:00;43858,2
6.07.2021;21:00;43802,11
6.07.2021;22:00;42998,46
6.07.2021;23:00;41385,19
7.07.2021;00:00;39331,96
7.07.2021;01:00;37772,08
7.07.2021;02:00;35868,96
7.07.2021;03:00;35806,3
7.07.2021;04:00;34948,61
7.07.2021;05:00;33809,2
7.07.2021;06:00;33523,2
7.07.2021;07:00;35152,31
7.07.2021;08:00;39684,57
7.07.2021;09:00;41898,13
7.07.2021;10:00;42786,69
7.07.2021;11:00;43508,86
7.07.2021;12:00;42419,82
7.07.2021;13:00;43457,92
7.07.2021;14:00;45082,11
7.07.2021;15:00;45222,81
7.07.2021;16:00;44817,96
7.07.2021;17:00;44454,62
7.07.2021;18:00;44032,39
7.07.2021;19:00;43732,45
7.07.2021;20:00;44737,19
7.07.2021;21:00;44915,83
7.07.2021;22:00;44038,72
7.07.2021;23:00;42462,74
8.07.2021;00:00;40336,77
8.07.2021;01:00;38378,31
8.07.2021;02:00;37035,08
8.07.2021;03:00;36080,55
8.07.2021;04:00;35518,46
8.07.2021;05:00;34464,53
8.07.2021;06:00;34036,97
8.07.2021;07:00;35754,37
8.07.2021;08:00;40515,23
8.07.2021;09:00;42771,22
8.07.2021;10:00;43535,75
8.07.2021;11:00;44407,92
8.07.2021;12:00;43125,62
8.07.2021;13:00;44192,56
8.07.2021;14:00;45595,63
8.07.2021;15:00;45665,4
8.07.2021;16:00;45889,83
8.07.2021;17:00;45377,2
8.07.2021;18:00;44270,95
8.07.2021;19:00;44026,06
8.07.2021;20:00;45165,02
8.07.2021;21:00;45270,92
8.07.2021;22:00;44081,79
8.07.2021;23:00;42305,55
9.07.2021;00:00;40484,52
9.07.2021;01:00;38741,01
9.07.2021;02:00;37078,08
9.07.2021;03:00;36309,58
9.07.2021;04:00;35638,09
9.07.2021;05:00;34543,21
9.07.2021;06:00;34215,87
9.07.2021;07:00;35827,59
9.07.2021;08:00;40402,75
9.07.2021;09:00;42438,2
9.07.2021;10:00;43528,38
9.07.2021;11:00;44338,19
9.07.2021;12:00;42845,65
9.07.2021;13:00;42843,65
9.07.2021;14:00;45490,05
9.07.2021;15:00;45699,63
9.07.2021;16:00;46086,93
9.07.2021;17:00;45660,15
9.07.2021;18:00;44748,68
9.07.2021;19:00;44315,05
9.07.2021;20:00;45310,75
9.07.2021;21:00;45383,48
9.07.2021;22:00;44133,34
9.07.2021;23:00;42578,79
10.07.2021;00:00;40445,93
10.07.2021;01:00;38729,65
10.07.2021;02:00;37413,78
10.07.2021;03:00;36296,49
10.07.2021;04:00;35737,33
10.07.2021;05:00;34427,53
10.07.2021;06:00;33824,25
10.07.2021;07:00;35034,78
10.07.2021;08:00;38004,72
10.07.2021;09:00;39101,81
10.07.2021;10:00;41239,45
10.07.2021;11:00;41681,92
10.07.2021;12:00;40696,19
10.07.2021;13:00;41502,68
10.07.2021;14:00;42540,4
10.07.2021;15:00;42312,3
10.07.2021;16:00;42330,46
10.07.2021;17:00;42349,43
10.07.2021;18:00;42645,58
10.07.2021;19:00;42891,14
10.07.2021;20:00;44077,52
10.07.2021;21:00;44298,93
10.07.2021;22:00;43164,25
10.07.2021;23:00;41182,16
11.07.2021;00:00;39174,04
11.07.2021;01:00;37586,26
11.07.2021;02:00;36007
11.07.2021;03:00;34995,23
11.07.2021;04:00;34260,6
11.07.2021;05:00;32699,51
11.07.2021;06:00;31714,43
11.07.2021;07:00;32052,18
11.07.2021;08:00;32828,13
11.07.2021;09:00;33514,72
11.07.2021;10:00;34663,09
11.07.2021;11:00;35123,3
11.07.2021;12:00;35230,89
11.07.2021;13:00;36281,9
11.07.2021;14:00;36908,13
11.07.2021;15:00;37529,71
11.07.2021;16:00;37647,57
11.07.2021;17:00;38474,32
11.07.2021;18:00;39478,72
11.07.2021;19:00;40205,15
11.07.2021;20:00;41729,89
11.07.2021;21:00;42187,95
11.07.2021;22:00;41485,26
11.07.2021;23:00;40423,63
12.07.2021;00:00;38820
12.07.2021;01:00;36707,34
12.07.2021;02:00;35271,28
12.07.2021;03:00;34284,36
12.07.2021;04:00;33889,39
12.07.2021;05:00;32639,36
12.07.2021;06:00;32393,57
12.07.2021;07:00;34722,72
12.07.2021;08:00;40218,46
12.07.2021;09:00;42648,42
12.07.2021;10:00;43599,53
12.07.2021;11:00;44489,65
12.07.2021;12:00;43271,02
12.07.2021;13:00;44706,81
